-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     997.085us         2.23%     997.085us       1.246us           0 B           0 B           0 B           0 B           800            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     948.618us         2.12%     948.618us       0.839us           0 B           0 B           0 B           0 B          1130            --  
      autograd::engine::evaluate_function: DivBackward0         0.13%     531.141us         1.17%       4.652ms      51.694us       0.000us         0.00%     935.967us      10.400us           0 B           0 B     -93.51 MB    -279.53 MB            90            --  
                                            aten::zero_         0.29%       1.146ms         1.52%       6.022ms       5.425us       0.000us         0.00%     932.427us       0.840us           0 B           0 B           0 B           0 B          1110            --  
                                              aten::cat         0.58%       2.281ms         0.87%       3.462ms       8.242us     927.262us         2.07%     928.414us       2.211us           0 B           0 B     296.59 MB     296.59 MB           420            --  
                                           aten::conv1d         0.05%     196.312us         1.00%       3.964ms      33.029us       0.000us         0.00%     912.898us       7.607us           0 B           0 B     130.23 MB           0 B           120            --  
                                      aten::convolution         0.10%     407.648us         0.95%       3.767ms      31.394us       0.000us         0.00%     912.898us       7.607us           0 B           0 B     130.23 MB     -43.79 MB           120            --  
                                     aten::_convolution         0.18%     730.507us         0.85%       3.360ms      27.996us       0.000us         0.00%     912.898us       7.607us           0 B           0 B     174.03 MB    -106.79 MB           120            --  
                                              aten::div         0.56%       2.236ms         0.91%       3.628ms       6.719us     860.353us         1.93%     860.353us       1.593us         168 B         168 B     488.36 MB     488.36 MB           540            --  
                                      aten::masked_fill         0.30%       1.199ms         1.96%       7.762ms      24.258us       0.000us         0.00%     842.112us       2.632us           0 B           0 B     310.70 MB           0 B           320            --  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     809.475us         1.81%     809.475us       0.930us           0 B           0 B           0 B           0 B           870            --  
void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8...         0.00%       0.000us         0.00%       0.000us       0.000us     779.012us         1.74%     779.012us      12.984us           0 B           0 B           0 B           0 B            60            --  
                                            aten::zeros         0.32%       1.280ms         1.94%       7.686ms       8.446us       0.000us         0.00%     772.231us       0.849us           0 B           0 B     951.46 MB           0 B           910            --  
void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8...         0.00%       0.000us         0.00%       0.000us       0.000us     734.913us         1.64%     734.913us      18.373us           0 B           0 B           0 B           0 B            40            --  
autograd::engine::evaluate_function: torch::autograd...         0.17%     665.398us         2.00%       7.912ms      39.560us       0.000us         0.00%     722.853us       3.614us           0 B           0 B           0 B    -239.15 MB           200            --  
                            torch::autograd::CopySlices         0.29%       1.134ms         1.83%       7.247ms      36.233us       0.000us         0.00%     722.853us       3.614us           0 B           0 B     239.15 MB     -59.17 MB           200            --  
                                    aten::_foreach_mul_         0.20%     780.424us         0.53%       2.117ms      42.341us     652.800us         1.46%     678.432us      13.569us           0 B           0 B           0 B           0 B            50            --  
void magma_sgemmEx_kernel<float, float, float, true,...         0.00%       0.000us         0.00%       0.000us       0.000us     676.062us         1.51%     676.062us       4.225us           0 B           0 B           0 B           0 B           160            --  
                                           DivBackward0         0.14%     547.752us         0.78%       3.113ms      34.584us       0.000us         0.00%     664.383us       7.382us           0 B           0 B     185.62 MB    -307.76 MB            90            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     654.721us         1.47%     654.721us       1.309us           0 B           0 B           0 B           0 B           500            --  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     627.100us         1.40%     627.100us       1.960us           0 B           0 B           0 B           0 B           320            --  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     616.455us         1.38%     616.455us       1.813us           0 B           0 B           0 B           0 B           340            --  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     599.074us         1.34%     599.074us       1.664us           0 B           0 B           0 B           0 B           360            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     589.282us         1.32%     589.282us       0.982us           0 B           0 B           0 B           0 B           600            --  
void at::native::(anonymous namespace)::multi_tensor...         0.00%       0.000us         0.00%       0.000us       0.000us     570.464us         1.28%     570.464us      14.262us           0 B           0 B           0 B           0 B            40            --  
                                           MulBackward0         0.15%     590.005us         0.71%       2.808ms       9.359us       0.000us         0.00%     555.961us       1.853us           0 B           0 B     412.50 MB           0 B           300            --  
                                              aten::add         0.43%       1.700ms         0.81%       3.208ms       8.227us     547.749us         1.23%     547.749us       1.404us           0 B           0 B     205.45 MB     205.45 MB           390        51.807  
                                     aten::masked_fill_         0.31%       1.210ms         0.62%       2.466ms       7.707us     531.867us         1.19%     531.867us       1.662us           0 B           0 B           0 B           0 B           320            --  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     531.867us         1.19%     531.867us       1.662us           0 B           0 B           0 B           0 B           320            --  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     513.513us         1.15%     513.513us       1.975us           0 B           0 B           0 B           0 B           260            --  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     490.178us         1.10%     490.178us       0.551us           0 B           0 B           0 B           0 B           890            --  
autograd::engine::evaluate_function: SoftmaxBackward...         0.12%     492.013us         0.89%       3.520ms      17.599us       0.000us         0.00%     464.798us       2.324us           0 B           0 B    -164.80 MB    -339.38 MB           200            --  
                                       SoftmaxBackward0         0.09%     375.810us         0.76%       3.028ms      15.139us       0.000us         0.00%     464.798us       2.324us           0 B           0 B     174.57 MB           0 B           200            --  
                           aten::_softmax_backward_data         0.25%     988.163us         0.67%       2.652ms      13.260us     236.606us         0.53%     464.798us       2.324us           0 B           0 B     174.57 MB      14.26 MB           200            --  
                                           aten::arange         0.33%       1.321ms         1.26%       5.006ms       7.585us     228.001us         0.51%     456.002us       0.691us           0 B           0 B     480.00 KB           0 B           660            --  
autograd::engine::evaluate_function: MaskedFillBackw...         0.13%     514.658us         1.14%       4.503ms      28.146us       0.000us         0.00%     448.991us       2.806us           0 B           0 B      -4.73 MB    -165.43 MB           160            --  
                                    MaskedFillBackward0         0.05%     197.305us         1.01%       3.989ms      24.930us       0.000us         0.00%     448.991us       2.806us           0 B           0 B     160.70 MB           0 B           160            --  
autograd::engine::evaluate_function: EmbeddingBackwa...         0.03%     100.433us         0.23%     892.482us      44.624us       0.000us         0.00%     428.581us      21.429us           0 B           0 B      -7.83 MB     -29.86 MB            20            --  
                                aten::_conv_depthwise2d         0.09%     347.376us         0.23%     911.493us       7.596us     421.346us         0.94%     421.346us       3.511us           0 B           0 B     130.23 MB       1.04 MB           120            --  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     421.346us         0.94%     421.346us       3.511us           0 B           0 B           0 B           0 B           120            --  
                                     EmbeddingBackward0         0.01%      36.831us         0.19%     735.358us      36.768us       0.000us         0.00%     411.845us      20.592us           0 B           0 B      12.27 MB           0 B            20            --  
                               aten::embedding_backward         0.01%      29.571us         0.18%     698.527us      34.926us       0.000us         0.00%     411.845us      20.592us           0 B           0 B      12.27 MB           0 B            20            --  
                         aten::embedding_dense_backward         0.03%     132.225us         0.17%     668.956us      33.448us     348.962us         0.78%     411.845us      20.592us           0 B           0 B      12.27 MB     -20.08 MB            20            --  
      autograd::engine::evaluate_function: PowBackward0         0.10%     399.025us         0.87%       3.438ms      38.197us       0.000us         0.00%     405.344us       4.504us           0 B           0 B    -188.09 MB    -302.34 MB            90            --  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     375.998us         0.84%     375.998us       1.880us           0 B           0 B           0 B           0 B           200            --  
                                         clip_grad_norm         1.61%       6.388ms         3.64%      14.452ms       1.445ms       0.000us         0.00%     372.352us      37.235us           0 B           0 B           0 B    -320.00 KB            10            --  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     370.112us         0.83%     370.112us       3.084us           0 B           0 B           0 B           0 B           120            --  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     365.539us         0.82%     365.539us       3.046us           0 B           0 B           0 B           0 B           120            --  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     358.211us         0.80%     358.211us       1.791us           0 B           0 B           0 B           0 B           200            --  
void at::native::(anonymous namespace)::embedding_ba...         0.00%       0.000us         0.00%       0.000us       0.000us     348.962us         0.78%     348.962us      17.448us           0 B           0 B           0 B           0 B            20            --  
                                   aten::_foreach_lerp_         0.03%     135.774us         0.05%     201.778us      10.089us     348.129us         0.78%     348.129us      17.406us           0 B           0 B           0 B           0 B            20            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 396.549ms
Self CUDA time total: 44.690ms
